id,title,description,link,image_link,availability,price,brand,identifier_exists,
SDH1438-232,Hera Peacock Feather Bowl,Multiple carved metal peacock feathers were fitted together to form the graceful Hera Peacock Feather Bowl lifted on a classically proportioned base. The structure is hand-wrought in brass from India with pewter feather eyes and base that is forged in Rhode Island and finished in 14K gold. Our finest artisans at the Jay Strongwater Rhode Island workshop hand-paint the layers of golden enamels and hand-set more than two thousand Swarovski crystals including large pear cut white opal colored crystal from Swarovski at the center of each feather eye.,https://www.jaystrongwater.com/golden/hera-peacock-feather-bowl-sdh1438-232,https://www.jaystrongwater.com/img/product/SDH1438-232_1-Z.jpg?fv=4EDD3B01EE717EF2A24B4B36599B331C-70205,In Stock,7400,Jay Strongwater,no,
SDH2416-295,Arabella Floral Vine Pitcher,A part of our first collection of hand-painted glass entertaining pieces - the Arabella Floral Platinum Vine Pitcher will bring sophistication to your next dining soiree. An antique textile pattern inspires the gold- - silver- - and cream-toned floral blossoms that wrap around this design - embellished with delicate Swarovski® crystals. The same artisans that paint our legendary holiday ornaments hand-paint all the glassware in Poland.,https://www.jaystrongwater.com/golden/arabella-floral-vine-pitcher-sdh2416-295,https://www.jaystrongwater.com/img/product/SDH2416-295_1-Z.jpg?fv=014AEBCB43F11D3523CF5469AA7F7774-88542,In Stock,495,Jay Strongwater,no,
SHM3023-250,Adelaide Leaf & Flower Mirror,Our greenhouse is fully blossoming with jeweled orchids - lilies - and poppies adorning this magnificent Adelaide Flora & Fauna Mirror - wreathed in enameled foliage with fluttering butterflies. Over 100 separate metal designs - each finished in 14K gold - are fitted together by artisans in Rhode Island and New York. Painted with thirty-one colors of enamel and more than 4 - 000 hand-set Swarovski® crystals. Can be hung vertically or horizontally.,https://www.jaystrongwater.com/masterpieces-1/adelaide-leaf-flower-mirror-shm3023-250,https://www.jaystrongwater.com/img/product/SHM3023-250_1-Z.jpg?fv=3B184CA23FEE8913B66980086C0ECAA0-128434,In Stock,19500,Jay Strongwater,no,
SPF5510-651,Lorraine Stone Edge 4in x 6in Frame,Our classic Lorraine frame features a translucent gray enamel which flows over a silver toned pewter frame. The edges sparkle with faceted Labrador colored crystals. This Lorraine frame is finished with our signature pierced fleur-de-lis metal back plate and kickstand. Hand-crafted at the Jay Strongwater Rhode Island workshop. Stands vertically or horizontally.,https://www.jaystrongwater.com/classics/lorraine-stone-edge-4-x-6-frame-spf5510-651,https://www.jaystrongwater.com/img/product/SPF5510-651_1-Z.jpg?fv=D9AA91762F8EF1077B98421A8785B91D-92239,In Stock,495,Jay Strongwater,no,
SJ9211-256,E Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the E Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/e-charm-sj9211-256,https://www.jaystrongwater.com/img/product/SJ9211-256_1-Z.jpg?fv=5E7948A20C3B71040A66879D3886AF50-47729,In Stock,95,Jay Strongwater,no,
SDH1830-408,Stanton Fan Tail Peacock Figurine,Extraordinary. Fifty semiprecious cabochons - surrounded by more than 4500 crystals - set the Stanton Fan Tail Peacock Figurine’s tail ablaze with sparkling color. Carved in metal with delicate piercings - the tail spans nearly three feet. His body has been painted in transparent teal - azure - and sapphire-hued enamel - crowned with brilliant fuchsia feathers. The metal for each figurine is first cast in India - and then enameled and stone-set by our finest artisans in the Rhode Island workshop.,https://www.jaystrongwater.com/golden/stanton-fan-tail-peacock-figurine-sdh1830-408,https://www.jaystrongwater.com/img/product/SDH1830-408_1-Z.jpg?fv=9F9504CCAED1F2EE82D2A479F43B0205-128203,In Stock,9500,Jay Strongwater,no,
SDH2357-232,Mirabelle Orchid Single Candlestick - Golden,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cup. At the base of our Mirabelle Orchid Single Candlestick - a lush orchid is fully bloomed in golden-toned enamels and set with vibrant faceted Swarovski crystals in shades of Champagne Topaz. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each candlestick. Beautiful displayed as a pair - or individually.,https://www.jaystrongwater.com/golden/mirabelle-orchid-single-candlestick-golden-sdh2357-232,https://www.jaystrongwater.com/img/product/SDH2357-232_1-Z.jpg?fv=94B29E9454BCC9ED1952602E7F470C08-31963,In Stock,2200,Jay Strongwater,no,
SPF5758-232,Alexi Peacock Figurine 4in x 6in Frame,Alexi - our golden peacock sits proudly at the top of this gorgeous frame - his jeweled tail sparkling as it cascades all the way down. The original model is first carved in clay - then casted in pewter and finished in 14K Gold. Each peacock feather is hand-painted in translucent golden enamels and hand-set with hundreds of Swarovski crystals in shades of Champagne Topaz and White Opal. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each frame. With our signature - pierced back plate – this frame is truly beautiful from any view.  This frame stands vertically only.,https://www.jaystrongwater.com/golden/alexi-peacock-figurine-4-x-6-frame-spf5758-232,https://www.jaystrongwater.com/img/product/SPF5758-232_1-Z.jpg?fv=A7E383C7A2061A4A165D40DB16DD3CEE-96094,In Stock,2200,Jay Strongwater,no,
SPF5826-269,Pauline Chrysanthemum 5in x 7in Frame,Our Pauline Chrysanthemum 5in x 7in Frame stands majestically in a graphically appealing silhouette. 18K-gold-dipped metal - hand-set with sparkling Swarovski® crystals and finished with luminous enamels in jet - crystal and pearl hues.,https://www.jaystrongwater.com/masterpieces-1/pauline-chrysanthemum-5-x-7-frame-spf5826-269,https://www.jaystrongwater.com/img/product/SPF5826-269_1-Z.jpg?fv=E44F9FCA79D906D6312742F3389967D2-148919,In Stock,6000,Jay Strongwater,no,
SDH7377-287,Ollie Tiger's Eye Turtle Box,Slow and steady wins the race - so they say—or perhaps they meant stunning and sparkly? Either way - this little turtle’s a winner in our book. A dazzling hand-cut - semiprecious tiger’s eye cabochon is set in hammered 18K-gold-finished metal on our Ollie Tiger’s Eye Turtle Box. What a charming gift he would make!,https://www.jaystrongwater.com/boxes/ollie-tiger-s-eye-turtle-box-sdh7377-287,https://www.jaystrongwater.com/img/product/SDH7377-287_1-Z.jpg?fv=B748724112A846C40E9AFF3516A3117F-49869,In Stock,475,Jay Strongwater,no,
SPF5130-605,Leland Pave Corner 2in Square Frame,Simplicity - elegance - and versatility are the cornerstones of the Classics collection. The Leland Pavé Corner 2in Square Frame features sophisticated crystal-pearl-hued hand enameling with just a touch of hand-set Swarovski® crystals at each corner.,https://www.jaystrongwater.com/classics/leland-pave-corner-2-square-frame-spf5130-605,https://www.jaystrongwater.com/img/product/SPF5130-605_1-Z.jpg?fv=9C184897AD18F1E961B476A0F22AFA3E-60829,In Stock,100,Jay Strongwater,no,
SJ9213-256,G Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the G Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/g-charm-sj9213-256,https://www.jaystrongwater.com/img/product/SJ9213-256_1-Z.jpg?fv=675B5B6A212E868612B673B5F284F6C1-45398,In Stock,95,Jay Strongwater,no,
SDH1762-202,Ansel Zebra Figurine, We have opened our paint box of enamels and painted a small edition of the Ansel Zebra in a pop of rainbow stripes! First carved in clay to capture the beauty of the zebra - then casted in pewter and finally finished in 14K gold at our Rhode Island foundries. Our finest artisans in Rhode Island paint each figurine with over 15 enamel colors and hand-set hundreds of Swarovski crystals. Limited to a numbered edition of 100.,https://www.jaystrongwater.com/view-all-figurines/ansel-zebra-figurine-sdh1762-202,https://www.jaystrongwater.com/img/product/SDH1762-202-Z.jpg?fv=D0877DD41EDC05DFD291EBD5BB1ADB8C-108314,In Stock,4500,Jay Strongwater,no,
SDH8862-281,Allyson Floral Standing Mirror, Inspired by an antique Art Nouveau mirror - this mirror features a sweeping motion of romantic flowers adorning the edges of the large beveled glass mirror and down the stand.,https://www.jaystrongwater.com/furniture-lighting/allyson-floral-standing-mirror-sdh8862-281,https://www.jaystrongwater.com/img/product/SDH8862-281_w-Z.jpg?fv=B699897A311A2D45BBEAEFC70217764E-67731,In Stock,4800,Jay Strongwater,no,
SDH1864-489,Duke Grand Tapestry Elephant Figurine,An exuberant - jeweled Persian carpet drapes over our Duke Grand Tapestry Elephant Figurine. Metal forged in Rhode Island and India; artisans at the Rhode Island Jay Strongwater workshop hand-paint and jewel each design.,https://www.jaystrongwater.com/masterpieces-1/duke-grand-tapestry-elephant-figurine-sdh1864-489,https://www.jaystrongwater.com/img/product/SDH1864-489_1-Z.jpg?fv=1F723449E24C8349C15135967D594247-77862,In Stock,6500,Jay Strongwater,no,
SHM3023-250,Adelaide Leaf & Flower Mirror,Our greenhouse is fully blossoming with jeweled orchids - lilies - and poppies adorning this magnificent Adelaide Flora & Fauna Mirror - wreathed in enameled foliage with fluttering butterflies. Over 100 separate metal designs - each finished in 14K gold - are fitted together by artisans in Rhode Island and New York. Painted with thirty-one colors of enamel and more than 4 - 000 hand-set Swarovski® crystals. Can be hung vertically or horizontally.,https://www.jaystrongwater.com/flora-fauna/adelaide-leaf-flower-mirror-shm3023-250,https://www.jaystrongwater.com/img/product/SHM3023-250_1-Z.jpg?fv=3B184CA23FEE8913B66980086C0ECAA0-128434,In Stock,19500,Jay Strongwater,no,
SDH7387-230,Charlene Starfish Box,The sea inspires our Charlene Starfish Box—depicted in hammered bezels - individually fitted together and set with faceted crystal stones and pearls. The cast metal starfish is finished in gold - hand-enameled - and hand-set with Swarovski’s finest large - faceted crystal stones in shades of white opal - aquamarine - and light azure. Placed atop a white marble box - it’s beautiful in any setting.,https://www.jaystrongwater.com/boxes/charlene-starfish-box-sdh7387-230,https://www.jaystrongwater.com/img/product/SDH7387-230_1-Z.jpg?fv=1D172209FA59E9645E159AF616AC43AF-80782,In Stock,1800,Jay Strongwater,no,
SDH2356-232,Roselyn Orchid Double Candlestick - Golden,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cups. At the base of our Roselyn Orchid Double Candlestick - lush orchids are fully bloomed in golden-toned enamels and set with vibrant faceted Swarovski crystals in shades of Champagne Topaz. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each candlestick. Beautiful displayed as a pair - or individually.,https://www.jaystrongwater.com/golden/roselyn-orchid-double-candlestick-golden-sdh2356-232,https://www.jaystrongwater.com/img/product/SDH2356-232_1-Z.jpg?fv=496B0AFEF796D7588EBF9A7805E24D6D-34004,In Stock,2800,Jay Strongwater,no,
SDH7396-280,Ana Pineapple Box, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,https://www.jaystrongwater.com/boxes/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361,In Stock,6500,Jay Strongwater,no,
SJ9214-256,H Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the H Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/h-charm-sj9214-256,https://www.jaystrongwater.com/img/product/SJ9214-256_1-Z.jpg?fv=A54E98164A86D73037B8F2DD0353E875-44888,In Stock,95,Jay Strongwater,no,
SDH7391-292,Liz Gilded Butterfly Porcelain Box,In the Composition collection - we set aside our enamels and crystals allowing the natural beauty of the carved metals to shine through. A dramatic 18K gold finished butterfly – engraved with a floral pattern – is perfectly perched on the lid of the Liz Gilded porcelain box. The golden butterfly - casted in pewter and hand-polished from our artisans in Rhode Island - sits atop a field of richly hued cream glazed porcelain crafted in Portugal.,https://www.jaystrongwater.com/boxes/liz-gilded-butterfly-porcelain-box-sdh7391-292,https://www.jaystrongwater.com/img/product/SDH7391-292_1-Z.jpg?fv=C3DA7E4260C9FEA362C4F2D7513026AA-39984,In Stock,350,Jay Strongwater,no,
SPF5817-274,Aidan Braided 8in x 10in Frame,A classic braided frame in pewter with a 14K gold finish - enameled in translucent amber hues. Each Aidan Braided 8in x 10in Frame is handmade in Rhode Island and New York.,https://www.jaystrongwater.com/highland/aidan-braided-8-x-10-frame-spf5817-274,https://www.jaystrongwater.com/img/product/SPF5817-274_1-Z.jpg?fv=D5AF54E222A275DC970F739A4E6E4857-116094,In Stock,1450,Jay Strongwater,no,
SPF5114-229,Emilia Stone Edge 3in x 4in Frame,Simplicity - elegance - and versatility are the cornerstones of the Classics collection. The Emilia Stone Edge 3in x 4in Frame makes your cherished memories the star of the show - surrounding them with beautiful—yet understated—leaf-hued hand enameling and hand-set Swarovski® crystals.,https://www.jaystrongwater.com/classics/emilia-stone-edge-3-x-4-frame-spf5114-229,https://www.jaystrongwater.com/img/product/SPF5114-229_1-Z.jpg?fv=1BCAC7D76048E00C83EE8014BD687AA9-96180,In Stock,350,Jay Strongwater,no,
SJ9222-256,P Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the P Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/p-charm-sj9222-256,https://www.jaystrongwater.com/img/product/SJ9222-256_1-Z.jpg?fv=A6C83A97F048FC01A0AD0A4F1D16CD97-47167,In Stock,95,Jay Strongwater,no,
SHW3314-237,Julia Orchid Wall Art,Inspired by old botanical prints this Julia Orchid Wall Art began by carving the original model to capture the orchid’s delicate beauty. Finished in 14K gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. This elegant orchid is individually mounted on a gold-leaf frame. Julia Orchid Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,https://www.jaystrongwater.com/flora-fauna/julia-orchid-wall-art-shw3314-237,https://www.jaystrongwater.com/img/product/SHW3314-237_1-Z.jpg?fv=DBC5545D0B38F46B522E49D9877D6AE1-56708,In Stock,2800,Jay Strongwater,no,
SDH1881-270,Amadine Golden Pheasant Figurine,Our Amadine Golden Pheasant Figurine stands majestically in a graphically appealing silhouette. 18K-gold-dipped metal - hand-set with sparkling Swarovski® crystals and finished with luminous enamels in jet - crystal - and pearl hues.,https://www.jaystrongwater.com/masterpieces-1/amadine-golden-pheasant-figurine-sdh1881-270,https://www.jaystrongwater.com/img/product/SDH1881-270_1-Z.jpg?fv=B6655DF437835ED8962772D6687AF908-126215,In Stock,18000,Jay Strongwater,no,
SJ9210-256,D Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the D Charm - you’ll find an adorable jeweled bee. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/d-charm-sj9210-256,https://www.jaystrongwater.com/img/product/SJ9210-256_1-Z.jpg?fv=9FCA2A00194E93B8B15C9FAFF58A5E89-54105,In Stock,95,Jay Strongwater,no,
SHW3321-256,Essie Magnolia Wall Art,Inspired by old botanical prints this Essie Magnolia Wall Art began by carving the original model to capture the magnolia’s delicate beauty. Finished in 14K Gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. The magnolia flower is individually mounted on a gold-leaf frame. Essie Magnolia Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,https://www.jaystrongwater.com/furniture-lighting/essie-magnolia-wall-art-shw3321-256,https://www.jaystrongwater.com/img/product/SHW3321-256_1-Z.jpg?fv=97C92D082A3AF2B7D55BE7FB40EE9E70-56768,In Stock,2800,Jay Strongwater,no,
SDH6614-280,Ryker Ram Wine Stopper & Stand,A beautifully crafted gift to be used and treasured for years to come - the Ryker Ram Wine Stopper & Stand is a proud addition to our menagerie of wine stoppers. Each is gift packaged with a coordinating enameled metal stand.,https://www.jaystrongwater.com/highland/ryker-ram-wine-stopper-stand-sdh6614-280,https://www.jaystrongwater.com/img/product/SDH6614-280_1-Z.jpg?fv=7C00E3FF8BB4041E50683CAE77A94D09-60717,In Stock,225,Jay Strongwater,no,
SPF5850-261,Priscilla Lapis 5in x 7in Frame,Place family photos in these modern frames featuring precious stones from our jewelry workbench. Each Priscilla Lapis 5in x 7in Frame begins with a large chunk of genuine lapis lazuli that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/highland/priscilla-lapis-5-x-7-frame-spf5850-261,https://www.jaystrongwater.com/img/product/SPF5850-261_1-Z.jpg?fv=14556016E32CFC1963712EE43EB5A668-61619,In Stock,1900,Jay Strongwater,no,
SDH1829-280,Terence Stag Figurine - Natural,The magnificent centerpiece of our new Highland Collection. The grandeur of our Terence Stag Figurine is brought to life as he is first molded in clay - then sculpted in pewter - and finished in 18K gold. Our artisans in Rhode Island apply layers of translucent enamel and hand-set more than 900 crystals along his tufted fur. Limited edition of 350.,https://www.jaystrongwater.com/masterpieces-1/terence-stag-figurine-natural-sdh1829-280,https://www.jaystrongwater.com/img/product/SDH1829-280_1-Z.jpg?fv=721677EDF10FD7152F614757FFB1AD3C-65481,In Stock,6500,Jay Strongwater,no,
SPF5510-229,Lorraine Stone Edge 4in x 6in Frame,Simplicity - elegance - and versatility are the cornerstones of the Classics collection. The Lorraine Stone Edge 4in x 6in Frame makes your cherished memories the star of the show - surrounding them with beautiful—yet understated—leaf-hued hand enameling and hand-set Swarovski® crystals.,https://www.jaystrongwater.com/classics/lorraine-stone-edge-4-x-6-frame-spf5510-229,https://www.jaystrongwater.com/img/product/SPF5510-229_1-Z.jpg?fv=8BE595B7757F148EAD97FA98FA633BB5-81159,In Stock,495,Jay Strongwater,no,
SJ9232-256,Z Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the Z Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/z-charm-sj9232-256,https://www.jaystrongwater.com/img/product/SJ9232-256_1-Z.jpg?fv=AB1094010FCAC13C1249245E67AE95E7-34429,In Stock,95,Jay Strongwater,no,
SPF5841-289,Regina Floral & Vine 8in x 10in Frame, Inspired by historic fabric patterns - the exotic leaves and flowers wrap around the Regina Floral & Vine Frame painted with fifteen colors of enamel – from Sultry Wine to Oriental Green. Hand-set with hundreds of sparkling Swarovski crystals in shades of Topaz - Olivine and Indian Pink. Each frame casted in pewter at our Rhode Island foundry and finished in 14K gold. Painting and stone setting at the Jay Strongwater Rhode Island workshop. As beautiful in the back as the front with a floral kick-stand and striped back plate. This frame only stands vertically. ,https://www.jaystrongwater.com/flora-fauna/regina-floral-vine-8-x-10-frame-spf5841-289,https://www.jaystrongwater.com/img/product/SPF5841-289_1-Z.jpg?fv=73B957AEF67A468A1040D07A2B40C192-107538,In Stock,3200,Jay Strongwater,no,
SPF5840-232,Quinn Braided 3.5in x 5in Frame,The braided - hand-painted Quinn Braided 3.5in x 5in Frame - finished in cream-colored enamel and luxe 18K gold - is the picture of classic elegance. Mix and match these versatile braided frames with a variety of colors and finishes.,https://www.jaystrongwater.com/classics/quinn-braided-3-5-x-5-frame-spf5840-232,https://www.jaystrongwater.com/img/product/SPF5840-232_1-Z.jpg?fv=57E8B8FF7C592F68F6AE492013590466-92112,In Stock,295,Jay Strongwater,no,
SHW3267-292,Marilyn Arabesque Round Table,Romantic lines make up our stunning Marilyn Arabesque Round Table. Over 3 - 500 hand-set Swarovski crystals in shades of crystal aurum - jet hematite and crystal copper. Ten shades of hand applied translucent enamel are applied to this table in metallic shades of pewter blue - honey brown and silver. The entire top of this table is an arabesque bejeweled metal plate protected under glass.,https://www.jaystrongwater.com/furniture-lighting/marilyn-arabesque-round-table-shw3267-292,https://www.jaystrongwater.com/img/product/SHW3267-292_w-Z.jpg?fv=8FFC7F80D977F7D98A5D41292A615870-81020,In Stock,10500,Jay Strongwater,no,
SJ9225-256,S Charm,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the S Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,https://www.jaystrongwater.com/chains-charms/s-charm-sj9225-256,https://www.jaystrongwater.com/img/product/SJ9225-256_1-Z.jpg?fv=A3590952ED8F55F39E06539901085015-44008,In Stock,95,Jay Strongwater,no,
SDH6615-280,Evan Turtle Wine Stopper & Stand,A beautifully crafted gift to be used and treasured for years to come - the Evan Turtle Wine Stopper & Stand is a proud addition to our menagerie of wine stoppers. Each is gift packaged with a coordinating enameled metal stand.,https://www.jaystrongwater.com/highland/evan-turtle-wine-stopper-stand-sdh6615-280,https://www.jaystrongwater.com/img/product/SDH6615-280_1-Z.jpg?fv=1506D6E98FCA88DA23B8632A2F36D13D-55454,In Stock,225,Jay Strongwater,no,
SDH7373-280,Bryant Cardinal Porcelain Box,Add to your menagerie with a sweet - petite Bryant Cardinal Porcelain Box. Our mini animals add delightful charm to the top of each catch-all.,https://www.jaystrongwater.com/highland/bryant-cardinal-porcelain-box-sdh7373-280,https://www.jaystrongwater.com/img/product/SDH7373-280_1-Z.jpg?fv=16806CFE9BB59BCB25DED71B51D7FE3C-41919,In Stock,225,Jay Strongwater,no,
SDH7346-269,Genevieve Grand Floral Chest,Celebrating 20 years of fabulousness! In 2015 - Jay Strongwater proudly celebrated our 20th year with a collection of five iconic designs - each in a limited edition of 20. You could almost say this collection has been 20 years in the making - as each piece encompasses all the craftsmanship - superlative materials - and dazzling beauty we are so passionate about.Our enduring romance with flora and fauna is captured in a fully blossomed bouquet perched on a pierced chest of palm leaves. The flowers are enameled in cream and golden topaz shades - then hand-set with more than 5 - 000 Swarovski® crystals in tones of gold - crystal - and opal. Forged in pewter - poured and finished in 14K gold in Rhode Island - and decorated by hand in the Jay Strongwater Rhode Island workshop.,https://www.jaystrongwater.com/masterpieces-1/genevieve-grand-floral-chest-sdh7346-269,https://www.jaystrongwater.com/img/product/SDH7346-269_1-Z.jpg?fv=A9C364F9895CBBFBDF3A6BE41ACAEFFE-108078,In Stock,16000,Jay Strongwater,no,
SPF5757-232,Ferdinand Peacock Feather 5in x 7in Frame,Jeweled peacock feathers surround the Ferdinand Peacock Frame with an elegant glamour. Casted in pewter - finished in 14K Gold - each peacock feather is hand-painted in translucent golden enamels and hand-set with over eighteen hundred Swarovski crystals in shades of Champagne - Topaz with special pear-cut stones at the center of each feather eye. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each frame. With our signature - pierced back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,https://www.jaystrongwater.com/view-all-frames/ferdinand-peacock-feather-5-x-7-frame-spf5757-232,https://www.jaystrongwater.com/img/product/SPF5757-232_1-Z.jpg?fv=F8669D1A581751853F088F2943469DC8-113330,In Stock,1875,Jay Strongwater,no,
SJ9075A-292,Rhodes Toggle Bracelet - 8in,Our handmade chain-link 8in Rhodes Toggle Bracelet - finished in textured 18K gold - is the perfect canvas for your favorite charms - with a signature Jay Strongwater ring-and-toggle closure that features hand-set Swarovski® crystals.,https://www.jaystrongwater.com/chains-charms/rhodes-toggle-bracelet-8-sj9075a-292,https://www.jaystrongwater.com/img/product/SJ9075A-292_1-Z.jpg?fv=BBC5EC5CBB727A7794F0BEE8E1525FB3-52416,In Stock,68,Jay Strongwater,no,
SPF5824-274,Belinda Braided 5in x 7in Frame,A classic braided frame in pewter with a 14K gold finish - enameled in translucent amber hues. Each Belinda Braided 5in x 7in Frame is handmade in Rhode Island and New York.,https://www.jaystrongwater.com/highland/belinda-braided-5-x-7-frame-spf5824-274,https://www.jaystrongwater.com/img/product/SPF5824-274_1-Z.jpg?fv=17C9427C726474E664A39C3753364F6A-143801,In Stock,895,Jay Strongwater,no,
SHW3300-289,Marjorie Magnolia Table,The Marjorie Table is an organic twisting of branches culminating in one beautiful blossoming Magnolia under a glass top with jeweled butterflies. The brass structure is hand-wrought in brass from India with pewter butterflies that are forged in Rhode Island and finished in 14K gold. Our finest artisans at the Jay Strongwater Rhode Island workshop hand-paint the layers of thirteen colors of enamel and hand-set more than two thousand Swarovski crystals. ,https://www.jaystrongwater.com/furniture-lighting/marjorie-magnolia-table-shw3300-289,https://www.jaystrongwater.com/img/product/SHW3300-289_1-Z.jpg?fv=19C8948A5BC3D3D66407172B7082A3D4-62909,In Stock,6375,Jay Strongwater,no,
SPF5845-287,Angelo Tiger's Eye 5in x 7in Frame,Place family photos in these modern frames featuring semiprecious stones from our jewelry workbench. Each Angelo Tiger’s Eye 5in x 7in Frame begins with a large chunk of genuine tiger’s eye that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,https://www.jaystrongwater.com/view-all-frames/angelo-tiger-s-eye-5-x-7-frame-spf5845-287,https://www.jaystrongwater.com/img/product/SPF5845-287_1-Z.jpg?fv=7B7B070FA8290938E0F6C6BEB1C55172-51698,In Stock,1400,Jay Strongwater,no,
SDH1790-280,Washington Grand Eagle Figurine - Natural,Capturing the drama of the eagle in flight - his wings fully extended - begins with our master model maker carving the Washington Grand Eagle Figurine in clay. Next - molds are made - and seven separate pewter castings are poured and finished in 18K gold. The artisans in Rhode Island will spend over two days applying layers of enamel to each eagle before 2000 crystals are hand-set. In total - eight artisans will spend three weeks creating each Grand Eagle Figurine. Carved black marble plinth. Limited to an edition of 350.,https://www.jaystrongwater.com/masterpieces-1/washington-grand-eagle-figurine-natural-sdh1790-280,https://www.jaystrongwater.com/img/product/SDH1790-280_1-Z.jpg?fv=437B4084703DA25CE587EAF05E6D6141-63493,In Stock,6500,Jay Strongwater,no,
SDH2421-232,Floral Dinner Napkins - Set of 4,A part of our first collection of finely hand-embroidered linen napkins - our Golden Floral Dinner Napkins will bring sophistication to your next dining soiree. An antique textile pattern inspires the gold- - silver- - and cream-toned floral blossom design. Set of four.,https://www.jaystrongwater.com/golden/floral-dinner-napkins-set-of-4-sdh2421-232,https://www.jaystrongwater.com/img/product/SDH2421-232_1-Z.jpg?fv=DC127F2F3B938F174CB019762AF5F143-56727,In Stock,395,Jay Strongwater,no,
